"id";"X";"Y";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"T";"SRA";"SCE";"SCEa";"SSV";"P";"F";"RGLB";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";"params"
"L1SPOR01";13.604538;49.615175;420;"Sp·lenÈ Po¯ÌËÌ";"Sp·lenÈ Po¯ÌËÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1STAN01";13.067369;49.552537;362;"StaÚkov";"StaÚkov";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1STOD01";13.166901;49.639696;337;"Stod";"Stod";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1STRA01";13.246905;49.30562;477;"Str·ûov";"Str·ûov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1TRHA01";12.83535;49.41688;471;"Trhanov";"Trhanov, Chodov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1VSER01";12.984558;49.343917;445;"Vöeruby";"Vöeruby";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1ZINK01";13.497252;49.478113;459;"éinkovy";"éinkovy";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1ZIVO01";13.681495;49.470036;484;"éivotice";"éivotice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1ZRUD01";13.228729;49.138245;754;"éelezn· Ruda";"éelezn· Ruda";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2BELA01";12.581084;49.583431;511;"éelezn·";"éelezn·";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2BEZV01";13.054363;49.993664;699;"BezvÏrov";"BezvÏrov";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2BORT01";12.770725;49.710653;471;"Bor";"Bor";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2DARM01";12.879505;49.643292;442;"StarÈ Sedlo";"StarÈ Sedlo, Darmyöl";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2DOBR01";13.689215;49.717616;417;"Dob¯Ìv";"Dob¯Ìv";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2DYLE01";12.502849;49.968079;939;"DyleÚ";"DyleÚ";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L2HBEL01";13.248312;49.884347;513;"HornÌ BÏl·";"HornÌ BÏl·, Vrtbo";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2HERM01";13.57133;50.148529;407;"He¯manov";"He¯manov";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L2HOLO01";13.71137;49.77498;433;"Holoubkov";"Holoubkov, Medov˝ ⁄jezd";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2HROM01";13.445309;49.848142;336;"Hromnice";"Hromnice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2KONL01";12.975956;49.884787;530;"Konstantinovy L·znÏ";"Konstantinovy L·znÏ";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L2KOUN01";13.672193;50.214902;418;"Kounov";"Kounov";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2KRAL01";13.494007;49.981823;449;"Kralovice";"Kralovice";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L2KRAU01";12.920958;50.071286;650;"Kr·snÈ ⁄dolÌ";"Kr·snÈ ⁄dolÌ";"AKS1";TRUE;"SRA";"SCE";"SCEa";"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L2KVES01";13.861277;49.990212;405;"Karlova Ves";"Karlova Ves";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2LIBL01";13.5451;49.916487;299;"LiblÌn";"LiblÌn";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2MANE01";13.22757;49.992466;436;"ManÏtÌn";"ManÏtÌn";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2MLAV01";12.695966;49.990619;696;"Mari·nskÈ L·znÏ";"Mari·nskÈ L·znÏ, vod·rna";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L2NEMA01";12.716909;49.431422;529;"Nemanice";"Nemanice, NemaniËky";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2ORAC01";13.54839;50.10814;401;"Or·Ëov";"Or·Ëov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2PLAN01";12.735097;49.870952;505;"Plan·";"Plan·";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2PLAS01";13.382176;49.933074;330;"Plasy";"Plasy";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2PLZR01";13.323199;49.765499;320;"PlzeÚ";"PlzeÚ, RadËice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2PRIM01";12.678056;49.669444;742.76;"P¯imda";"P¯imda";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"L2RAKO01";13.738906;50.099307;313;"RakovnÌk";"RakovnÌk";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2ROKY01";13.582576;49.73725;370;"Rokycany";"Rokycany";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";NA;NA;NA;NA;1
"L2SLAB01";13.690636;49.992453;389;"Slabce";"Slabce, Mod¯ejovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2STRA01";13.753217;49.742781;526;"Straöice";"Straöice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2STRI01";12.996866;49.75451;412;"St¯Ìbro";"St¯Ìbro";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L2TACH01";12.623135;49.798357;487;"Tachov";"Tachov";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"L2TERE01";13.707071;49.901862;402;"Tereöov";"Tereöov";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2TSEK01";12.616463;49.943647;672;"T¯i Sekery";"T¯i Sekery";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2ULIC01";13.143405;49.759189;428;"⁄lice";"⁄lice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2UNES01";13.128163;49.894104;573;"⁄nÏöov";"⁄nÏöov, »Ìhan·";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2UTER01";13.001143;49.938609;489;"⁄ter˝";"⁄ter˝";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2VERU01";13.172377;50.140984;582;"VeruöiËky";"VeruöiËky";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2VICH01";12.945816;49.79351;506;"VÌchov";"VÌchov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L2ZBIR01";13.751748;49.853987;476;"Zbiroh";"Zbiroh, ävabÌn";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L2ZLUT01";13.161287;50.096136;554;"élutice";"élutice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3ABER01";12.816447;50.367742;893;"Abertamy";"Abertamy";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3AS0001";12.179572;50.220602;675;"Aö";"Aö";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L3BECO01";12.836484;50.081963;535;"BeËov nad Teplou";"BeËov nad Teplou";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3FRAL01";12.351238;50.116796;435;"Frantiökovy L·znÏ";"Frantiökovy L·znÏ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L3HABA01";12.54853;50.180156;484;"Habartov";"Habartov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3HAZL01";12.270389;50.159224;551;"Hazlov";"Hazlov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3HROZ01";12.389416;50.025396;452;"Star˝ HrozÚatov";"Star˝ HrozÚatov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3CHEB01";12.391389;50.068333;483;"Cheb";"Cheb";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"L3KLIN01";12.967957;50.3948;1236;"KlÌnovec";"KlÌnovec";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L3KVAL01";12.914167;50.201667;603;"Karlovy Vary";"Karlovy Vary, Olöov· Vrata";"AMS";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"L3KVAZ01";12.878151;50.227229;377;"Karlovy Vary";"Karlovy Vary";"AKS4";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L3LAZY01";12.62322;50.05;845;"Kynûvart";"Kynûvart, Lazy";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3LUBY01";12.400238;50.256881;524;"Luby";"Luby";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3LYSITT";12.651237;50.022636;980;"Lysina";"Lysina";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L3NEJD01";12.715486;50.335684;609;"Nejdek";"Nejdek";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA;5
"L3OLOV01";12.558916;50.246202;545;"OlovÌ";"OlovÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3PREB01";12.615467;50.37246;904;"P¯ebuz";"P¯ebuz";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3SEMN01";12.993213;50.245531;367;"äemnice";"äemnice, Dubina";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L3SIND01";12.597466;50.317449;589;"äindelov·";"äindelov·, Obora";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L3SOKO01";12.639266;50.176985;407;"Sokolov";"Sokolov";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L3STRA01";13.051677;50.338823;330;"Str·û nad Oh¯Ì";"Str·û nad Oh¯Ì";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L4LAKY01";12.641703;50.011397;835;"L·znÏ Kynûvart";"L·znÏ Kynûvart, Kr·lovka";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L4PERK01";12.779285;50.363232;842;"Pernink";"Pernink";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L4PRAH01";13.81838;49.65889;862;"Praha";"Praha, Brdy";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L4RYBN01";12.69832;49.515385;710;"RybnÌk";"RybnÌk";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L4TESL01";13.761819;49.619132;720;"VÏöÌn";"VÏöÌn, TeslÌny";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"O1BEDO01";17.1991;50.15446;565;"BÏl· pod PradÏdem";"BÏl· pod PradÏdem, Domaöov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1BELA01";17.1678;50.1586;670;"BÏl· pod PradÏdem";"BÏl· pod PradÏdem, Filipovice";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1BELO01";17.8042;49.5869;306;"BÏlotÌn";"BÏlotÌn";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"O1BILA01";18.5233;49.4547;720;"BÌl·";"BÌl·, KoneËn·";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"O1BILH01";18.3806;49.4222;770;"BÌl·";"BÌl·, Hlavat·";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA;3
"O1BILO01";17.9917;49.7617;290;"BÌlovec";"BÌlovec";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA;3
"O1BOHU01";18.3692;49.882;237;"BohumÌn";"BohumÌn, Z·blatÌ";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"O1BUDI01";17.6319;49.7972;530;"Budiöov nad Budiöovkou";"Budiöov nad Budiöovkou";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1CANTTT";18.7958;49.6792;974;"Velk· »antoryje";"Velk· »antoryje";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"O1CERN01";17.1536;50.3092;320;"»ern· Voda";"»ern· Voda";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1CERV01";17.541944;49.777222;748.13;"»erven·";"»erven·";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"O1DEHY01";18.1667;49.8694;292;"DÏhylov";"DÏhylov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1DLOU01";17.5011;49.9592;520;"Dlouh· Str·Ú";"Dlouh· Str·Ú";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1FMOL01";18.315833;49.666667;312;"Fr˝dek-MÌstek";"Fr˝dek-MÌstek, MÌstek";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"O1FREN01";18.240568;49.541055;436;"Frenöt·t pod RadhoötÏm";"Frenöt·t pod RadhoötÏm";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"O1FULN01";17.93251;49.7235;340;"Fulnek";"Fulnek, Kostelec";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1GRUNTT";18.495;49.4908;855;"GruÚ";"GruÚ, Kozlena";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"O1HAMR01";18.4389;49.4681;527;"StarÈ Hamry";"StarÈ Hamry, SamËanka";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;"tmax";"tmin";NA;"prec";"snow";NA;NA;NA;4
"O1HART01";17.575278;49.888611;516;"Slezsk· Harta";"Slezsk· Harta";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"O1HAT001";18.2542;49.9458;220;"Haù";"Haù";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1HAVI01";18.4406;49.7656;259;"HavÌ¯ov";"HavÌ¯ov, Bludovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1HERM01";17.3816;50.1985;665;"He¯manovice";"He¯manovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1HOLO01";18.637779;49.534088;582;"HornÌ Lomn·";"HornÌ Lomn·";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"O1HRAB01";18.0533;49.8783;395;"HrabynÏ";"HrabynÏ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1HRAD01";17.8769;49.8728;275;"Hradec nad MoravicÌ";"Hradec nad MoravicÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1HRCA01";18.834167;49.521111;612;"HrËava";"HrËava";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1HUKV01";18.2208;49.6428;292;"Hukvaldy";"Hukvaldy, Rychaltice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA;3
"O1HZIV01";17.949444;49.690556;256;"HladkÈ éivotice";"HladkÈ éivotice";"AKS";TRUE;"SRA";NA;NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";NA;NA;NA;NA;5
"O1CHLN01";18.119769;49.991679;258;"Chucheln·";"Chucheln·";"AKS4";TRUE;"SRA";NA;NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";NA;NA;NA;NA;5
"O1JABL01";18.7503;49.5875;380;"Jablunkov";"Jablunkov, N·vsÌ";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"O1JAVO01";17.0075;50.3956;284;"JavornÌk";"JavornÌk";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"O1JAVR01";18.627222;49.628333;930;"T¯inec";"T¯inec, Old¯ichovice, Javorov˝";"AKS4";TRUE;NA;NA;NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";NA;NA;NA;"wind";NA;5
"O1JESE01";17.183333;50.231111;502;"JesenÌk";"JesenÌk";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"O1JISL01";17.5231;50.2525;358.2;"Jind¯ichov";"Jind¯ichov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"O1KARL01";17.454841;50.109463;502;"Karlovice";"Karlovice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA;3
"O1KARV01";18.5332;49.8549;224;"Karvin·";"Karvin·";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"O1KAST01";17.306832;50.074053;795;"Karlova Stud·nka";"Karlova Stud·nka";"AKS3";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"O1KLIM01";18.1347;49.7844;240;"Klimkovice";"Klimkovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"O1KLINTT";17.1967;50.12;1099;"Mal˝ KlÌn";"Mal˝ KlÌn";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"O1KRNO01";17.6922;50.078;360;"Krnov";"Krnov";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"O1LICH01";17.633611;50.011111;389;"Lichnov";"Lichnov";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1LORY01";17.41431;49.8691;594;"Lomnice";"Lomnice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1LUCI01";18.4425;49.7308;300;"LuËina";"LuËina";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"O1LYSA01";18.4475;49.546111;1322.03;"Lys· hora";"Lys· hora";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"O1MAMO01";17.259444;50.025278;775;"Mal· Mor·vka";"Mal· Mor·vka, Karlov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1MELC01";17.756944;49.849444;478;"MelË";"MelË";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA;3
"O1MIKU01";17.3231;50.3006;321;"Mikulovice";"Mikulovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1MOLU01";18.55;49.532588;600;"Mor·vka";"Mor·vka, L˙Ëka";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"O1MORK01";18.057778;49.5414;345;"Mo¯kov";"Mo¯kov";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"O1MOSN01";18.112778;49.691944;252.8;"Moönov";"Moönov";"AMS";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;"RGLB_D";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"O1NERA01";18.4147;49.9153;208;"DolnÌ LutynÏ";"DolnÌ LutynÏ, Nerad";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA;3
"O1NOJI01";18.031111;49.6;291;"Nov˝ JiËÌn";"Nov˝ JiËÌn";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"O1NYDE01";18.755463;49.655692;400;"N˝dek";"N˝dek";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
