"id";"X";"Y";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"T";"SRA";"SCE";"SCEa";"SSV";"P";"F";"RGLB";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";"params"
"B2TROU01";16.5074;49.1745;278;"Troubsko";"Troubsko";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2VALT01";16.759167;48.745833;195;"Valtice";"Valtice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VATI01";15.96806;49.52306;558;"VatÌn";"VatÌn";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2VBIT01";16.221;49.2918;485;"Velk· BÌteö";"Velk· BÌteö";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VEBI01";16.4317;49.2767;246;"Veversk· BÌt˝öka";"Veversk· BÌt˝öka";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VECO01";16.2019;49.6153;550;"VÏcov";"VÏcov, JimramovskÈ Pavlovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VIRP01";16.3139;49.5642;473;"VÌr";"VÌr";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VMEZ01";16.0086;49.3528;452;"VelkÈ Mezi¯ÌËÌ";"VelkÈ Mezi¯ÌËÌ";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2VRAN01";15.8186;48.9056;354;"Vranov nad DyjÌ";"Vranov nad DyjÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VSTU01";15.7303;49.3931;568;"VysokÈ Studnice";"VysokÈ Studnice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2ZAST01";16.36313;49.19298;375;"Zast·vka";"Zast·vka";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2ZDAN01";17.025556;49.071944;238;"éd·nice";"éd·nice";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"B2ZIDL01";16.6152;49.0319;183;"éidlochovice";"éidlochovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B4HERA01";15.960258;49.694406;685;"Her·lec";"Her·lec";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"B4NEMO00";17.1333;49.1833;280;"Nemochovice";"Nemochovice";"ASS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"B4SUMR01";15.330078;49.175992;650;"Studen·";"Studen·, Sumrakov";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"B4ZITK01";17.867778;48.9925;705;"éÌtkov·";"éÌtkov·";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1BAVO01";14.089722;49.123889;416;"Bavorov";"Bavorov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1BERN01";14.389167;49.366111;485;"Bernartice";"Bernartice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1BLAD01";13.661958;48.99055;898;"Borov· Lada";"Borov· Lada";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA;5
"C1BLAT01";13.8731;49.4333;452;"Blatn·";"Blatn·";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1BREZ01";13.9461;49.5542;493;"B¯eznice";"B¯eznice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1BRZKTT";13.4892;48.9547;1154;"B¯eznÌk";"B¯eznÌk, HraniËnÌ slaù";"TOTAL";NA;NA;"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"snow";NA;NA;NA;1
"C1CDVU01";14.2378;48.8514;588;"»erven˝ Dv˘r";"»erven˝ Dv˘r, Chvalöiny";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1CERP01";14.1072;48.7356;740;"»ern· v PoöumavÌ";"»ern· v PoöumavÌ";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1FILH01";13.52;49.03;1110;"Filipova Huù";"Filipova Huù";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1FILHTT";13.5192;49.0294;1112;"Filipova Huù";"Filipova Huù";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1FRAN01";14.100278;48.9825;726;"Frantoly";"Frantoly";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1HKVI01";13.56502;49.053673;1052;"Horsk· Kvilda";"Horsk· Kvilda";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1HLHO01";13.6897;49.3486;445;"HoraûÔovick· Lhota";"HoraûÔovick· Lhota";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1HLUB01";14.4356;49.0542;410;"Hlubok· nad Vltavou";"Hlubok· nad Vltavou";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1HUSI01";13.9883;49.0522;483;"Husinec";"Husinec";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1CHAN01";13.7194;49.4019;533;"Chanovice";"Chanovice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1CHEL01";14.169367;49.119265;451;"ChelËice";"ChelËice";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1CHUR01";13.615278;49.068333;1117.8;"Chur·Úov";"Chur·Úov";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;"RGLB_D";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C1JELE01";13.8897;48.8031;810;"JelenÌ";"JelenÌ, Nov· Pec";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1KATO01";13.831944;49.270833;412;"Katovice";"Katovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1KEST01";14.0736;49.2681;381;"Kest¯any";"Kest¯any";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1KHOR01";13.55;49.145556;728;"KaöperskÈ Hory";"KaöperskÈ Hory";"AKS";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1KHUT01";13.7722;48.9839;1010;"Kubova Huù";"Kubova Huù";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1KNSTTT";14.0119;48.8472;1126;"KnÌûecÌ Stolec";"KnÌûecÌ Stolec";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1KOCE01";13.838611;49.467222;519;"Kocelovice";"Kocelovice";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;"RGLB_D";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C1KPLATT";13.625;48.9572;1018;"KnÌûecÌ Pl·nÏ";"KnÌûecÌ Pl·nÏ, Borov· Lada";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1KRSI01";14.0725;49.484444;430;"Krsice";"Krsice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1KTIS01";14.1058;48.9033;758;"Ktiö";"Ktiö, Tisovka";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1KVIL01";13.5792;49.0192;1059;"Kvilda";"Kvilda";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA;5
"C1NALH01";13.5486;49.3347;495;"NalûovskÈ Hory";"NalûovskÈ Hory";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1NEMC01";14.2714;49.0308;436;"NÏmËice";"NÏmËice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ORLV01";14.1683;49.5036;431;"OrlÌk nad Vltavou";"OrlÌk nad Vltavou";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1PASE01";14.2678;49.2497;482;"Paseky";"Paseky";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1PLCHTT";13.851601;48.771198;1344;"Plech˝";"Plech˝, TrojmezÌ";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1POLETT";13.3958;49.0642;1312;"PolednÌk";"PolednÌk";"TOTAL";NA;NA;"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"snow";NA;NA;NA;1
"C1PRAS01";13.3786;49.1069;883;"Pr·öily";"Pr·öily";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1PRCH01";13.9944;49.0078;607;"Prachatice";"Prachatice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1RADO01";13.7272;49.5322;570;"Radoöice";"Radoöice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ROSLTT";13.4167;49.0156;1096;"Rokytsk· slaù";"Rokytsk· slaù";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1ROZM01";13.8664;49.605;538;"Roûmit·l pod T¯emöÌnem";"Roûmit·l pod T¯emöÌnem";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C1SEDL01";13.9419;49.3756;511;"Sedlice";"Sedlice";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";NA;"prec";"snow";NA;NA;NA;5
"C1SRNI01";13.4789;49.0869;857;"SrnÌ";"SrnÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1STOZ01";13.821667;48.8569;797;"Stoûec";"Stoûec";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1STRA01";13.9242;49.2514;427;"Strakonice";"Strakonice";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1STRS01";13.6425;49.1797;637;"StraöÌn";"StraöÌn";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1STRZ01";13.72028;48.908822;811;"Str·ûn˝";"Str·ûn˝";"ASS";NA;"SRA";NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1SUSI01";13.5283;49.2381;484;"Suöice";"Suöice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1TEME01";14.342222;49.197778;500;"TemelÌn";"TemelÌn";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C1TOCH01";13.9897;49.6003;494;"Tochovice";"Tochovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1VACP01";13.72;49.1336;738;"Vacov";"Vacov, Peckov";"ASS";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1VIMP01";13.7825;49.065833;628;"Vimperk";"Vimperk";"AKS3";TRUE;"SRA";"SCE";"SCEa";NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"C1VLKO01";13.5897;49.3022;493;"Vlkonice";"Vlkonice";"AKS1";TRUE;"SRA";"SCE";"SCEa";"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1VOLR01";13.88657;48.90881;749;"Volary";"Volary";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1VOLY01";13.8639;49.1875;448;"VolynÏ";"VolynÏ, Nihoöovice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1VRAZ01";14.1289;49.3844;433;"Vr·û";"Vr·û";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1ZALE01";13.8892;49.1078;569;"Z·lezly";"Z·lezly";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ZAMY01";13.374402;49.22629;800;"Z·myöl";"Z·myöl";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ZAVI01";13.923056;49.487222;501;"Z·viöÌn";"Z·viöÌn";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ZBYT01";13.9889;48.9417;792;"Zbytiny";"Zbytiny";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BECH01";14.4708;49.3;409;"BechynÏ";"BechynÏ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C2BENC01";14.6283;48.7311;665;"Beneöov nad »ernou";"Beneöov nad »ernou";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BESE01";14.5689;48.7958;593;"Besednice";"Besednice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BORK01";14.636825;49.207925;419;"Borkovice";"Borkovice";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2BORS01";14.439722;48.926667;404;"Boröov nad Vltavou";"Boröov nad Vltavou";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BRLO01";14.2189;48.9269;559;"Brloh";"Brloh";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BYNO01";14.799947;48.816603;475;"ByÚov";"ByÚov";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2CBUD01";14.469722;48.951944;394.6;"»eskÈ BudÏjovice";"»eskÈ BudÏjovice,Roûnov";"AMS2";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;"RGLB_D";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C2CERN01";14.9625;49.3575;580;"»ernovice";"»ernovice, Dobeöov";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C2CKRU01";14.33935;48.832242;554;"»esk˝ Krumlov";"»esk˝ Krumlov, P¯ÌseËn·";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2DDVO01";14.453611;48.657222;613;"DolnÌ Dvo¯iötÏ";"DolnÌ Dvo¯iötÏ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2HLAS01";14.7561;49.4981;547;"Hlasivo";"Hlasivo";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2HRNH01";14.8494;48.8181;479;"Hranice";"Hranice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2CHLT01";14.9358;48.9578;462;"Chlum u T¯ebonÏ";"Chlum u T¯ebonÏ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C2CHYN01";14.810556;49.414167;492;"Ch˝nov";"Ch˝nov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2JHRA01";14.9575;49.1556;524;"Jind¯ich˘v Hradec";"Jind¯ich˘v Hradec, DÏbolÌn";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2JIST01";14.529167;49.484444;580;"Jistebnice";"Jistebnice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2KAML01";15.0633;49.2831;557;"Kamenice nad Lipou";"Kamenice nad Lipou, Vodn·";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2KARD01";14.8558;49.1864;450;"Kardaöova ÿeËice";"Kardaöova ÿeËice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2KOVA01";14.2783;49.5172;529;"Kov·¯ov";"Kov·¯ov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2KREM01";14.3028;48.9064;524;"K¯emûe";"K¯emûe, M¯ÌË";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"C2LEDE01";14.618333;48.933333;496;"Ledenice";"Ledenice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2LIPC01";14.764722;48.910556;469;"Lipnice";"Lipnice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2LIPN01";14.2383;48.6336;730;"Lipno";"Lipno";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2LODH01";14.9625;49.2133;526;"LodhÈ¯ov";"LodhÈ¯ov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2MALO01";14.5803;48.6856;694;"Malonty";"Malonty";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2MILE01";14.3706;49.4517;442;"Milevsko";"Milevsko";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2NADV01";14.4653;49.5169;616;"NadÏjkov";"NadÏjkov, VÏtrov";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2NBYS01";15.1;49.0189;583;"Nov· Byst¯ice";"Nov· Byst¯ice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2NETR01";14.4561;48.7931;616;"Net¯ebice";"Net¯ebice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2NVCE01";15.068611;49.223056;509;"Nov· VËelnice";"Nov· VËelnice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2OLSI01";14.51;49.436389;495;"OlöÌ";"OlöÌ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2PASC01";14.107778;48.610833;848;"PaseËn·";"PaseËn·, P¯ednÌ V˝toÚ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2PLAL01";14.7141;49.3426;425;"Plan· nad LuûnicÌ";"Plan· nad LuûnicÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2POCA01";15.2342;49.2606;618;"PoË·tky";"PoË·tky";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C2POHSTT";14.7028;48.6044;932;"Poho¯Ì na äumavÏ";"Poho¯Ì na äumavÏ";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"snow";NA;NA;NA;1
"C2PRID01";14.3608;48.7831;653;"P¯ÌdolÌ";"P¯ÌdolÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2PVES01";14.649167;48.670278;773;"Pohorsk· Ves";"Pohorsk· Ves";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2ROZS01";14.391111;48.697778;627;"Roûmit·l na äumavÏ";"Roûmit·l na äumavÏ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2RUDJ01";14.579722;49.003611;562;"Rudolfov";"Rudolfov, Jivno";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2SEVE01";14.566111;49.101389;501;"äevÏtÌn";"äevÏtÌn";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2SHUT01";14.7158;48.7178;792;"StarÈ HutÏ";"StarÈ HutÏ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2SLAV01";14.2433;48.7642;777;"Slavkov";"Slavkov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2SOBN01";14.5344;48.7469;526;"SobÏnov";"SobÏnov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2STRM01";15.2064;49.1631;582;"Strmilov";"Strmilov";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2STRN01";14.9136;49.0675;478;"Str·û nad Neû·rkou";"Str·û nad Neû·rkou";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2SUCH01";14.8669;48.8928;457;"Suchdol nad LuûnicÌ";"Suchdol nad LuûnicÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2TABO01";14.70324;49.40527;467;"T·bor";"T·bor, MÏöice";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C2TREB01";14.7586;49.0622;428;"T¯eboÚ";"T¯eboÚ, Luûnice";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2TRHS01";14.6378;48.8433;468;"TrhovÈ Sviny";"TrhovÈ Sviny";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
