"id";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"T";"SRA";"SCE";"SCEa";"SSV";"P";"F";"RGLB";"X";"Y";"nut3";"nam";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";"params"
"B2KOBY01";175;"KobylÌ";"KobylÌ";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.8814;48.9394;"Jihomoravsky";"Jihomoravsky/B2KOBY01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2KORC01";305;"KoryËany";"KoryËany";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";17.17;49.1028;"Zlinsky";"Zlinsky/B2KORC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2KRIZ01";615;"K¯iû·nky";"K¯iû·nky, MoravskÈ K¯iû·nky";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.0667;49.6833;"Vysocina";"Vysocina/B2KRIZ01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2KUCH01";334;"Kucha¯ovice";"Kucha¯ovice";"AMS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"RGLB_D";16.085278;48.881111;"Jihomoravsky";"Jihomoravsky/B2KUCH01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"B2KURI01";291;"Ku¯im";"Ku¯im";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.5322;49.3006;"Jihomoravsky";"Jihomoravsky/B2KURI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2LANZ01";158;"Lanûhot";"Lanûhot";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.9575;48.724722;"Jihomoravsky";"Jihomoravsky/B2LANZ01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2LAZT01";432;"L·z";"L·z";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.786675;49.013078;"Vysocina";"Vysocina/B2LAZT01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2LEDN01";177;"Lednice";"Lednice";"AKS2";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.798895;48.792616;"Jihomoravsky";"Jihomoravsky/B2LEDN01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2LETO01";334;"Letovice";"Letovice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.5767;49.5544;"Jihomoravsky";"Jihomoravsky/B2LETO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2LISE01";688;"LÌsek";"LÌsek";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.183611;49.583611;"Vysocina";"Vysocina/B2LISE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2LUKO01";403;"Lukov";"Lukov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.9077;48.8566;"Jihomoravsky";"Jihomoravsky/B2LUKO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2MBRA01";210;"MoravskÈ Br·nice";"MoravskÈ Br·nice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.4494;49.0825;"Jihomoravsky";"Jihomoravsky/B2MBRA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2MBUD01";460;"MoravskÈ BudÏjovice";"MoravskÈ BudÏjovice";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.8067;49.0611;"Vysocina";"Vysocina/B2MBUD01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2MIKU01";224;"Mikulov";"Mikulov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.6401;48.801911;"Jihomoravsky";"Jihomoravsky/B2MIKU01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"B2MILE01";242;"Mileöovice";"Mileöovice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.853889;49.083889;"Jihomoravsky";"Jihomoravsky/B2MILE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2MIRO01";238;"Miroslav";"Miroslav";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.3197;48.9442;"Jihomoravsky";"Jihomoravsky/B2MIRO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2MKRU01";255;"Moravsk˝ Krumlov";"Moravsk˝ Krumlov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.306463;49.039908;"Jihomoravsky";"Jihomoravsky/B2MKRU01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2NAMO01";390;"N·mÏöù nad Oslavou";"N·mÏöù nad Oslavou";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.15;49.2167;"Vysocina";"Vysocina/B2NAMO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2NEDV01";722;"NedvÏzÌ";"NedvÏzÌ";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.3097;49.6344;"Pardubicky";"Pardubicky/B2NEDV01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"B2NEMO01";283;"Nemochovice";"Nemochovice";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";17.1361;49.1808;"Jihomoravsky";"Jihomoravsky/B2NEMO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"B2NMES01";601;"NovÈ MÏsto na MoravÏ";"NovÈ MÏsto na MoravÏ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.0689;49.5581;"Vysocina";"Vysocina/B2NMES01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2NOVE01";422;"Nov· Ves";"Nov· Ves";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.7869;49.2547;"Vysocina";"Vysocina/B2NOVE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2OBOR01";425;"Obora";"Obora";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.603611;49.451667;"Jihomoravsky";"Jihomoravsky/B2OBOR01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2OLES01";535;"Oleönice";"Oleönice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.4231;49.555;"Jihomoravsky";"Jihomoravsky/B2OLES01";"tmax";"tavg";"tmin";NA;"prec";"snow";NA;"wind";NA;6
"B2PAVL01";559;"PavlÌnov";"PavlÌnov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.8772;49.3508;"Vysocina";"Vysocina/B2PAVL01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2POHO01";180;"Poho¯elice";"Poho¯elice";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.5283;48.9844;"Jihomoravsky";"Jihomoravsky/B2POHO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2POLI01";552;"PoliËka";"PoliËka";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.269167;49.716111;"Pardubicky";"Pardubicky/B2POLI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2RADO01";512;"RadostÌn";"RadostÌn";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.9675;49.460278;"Vysocina";"Vysocina/B2RADO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2ROZS01";571;"Rozst·nÌ";"Rozst·nÌ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.835258;49.398026;"Olomoucky";"Olomoucky/B2ROZS01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2SATO01";238;"äatov";"äatov";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.020556;48.789167;"Jihomoravsky";"Jihomoravsky/B2SATO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2SEDC01";474;"Sedlec";"Sedlec";"AMS";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";16.120556;49.170833;"Vysocina";"Vysocina/B2SEDC01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"B2SEJR01";519;"Sej¯ek";"Sej¯ek";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.3103;49.4367;"Vysocina";"Vysocina/B2SEJR01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2SLAB01";211;"Slavkov u Brna";"Slavkov u Brna";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.879167;49.1575;"Jihomoravsky";"Jihomoravsky/B2SLAB01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2SOSU01";533;"äoö˘vka";"äoö˘vka";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.746944;49.414444;"Jihomoravsky";"Jihomoravsky/B2SOSU01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2STAL01";639;"Slavonice";"Slavonice, St·lkov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.2843;49.0292;"Jihocesky";"Jihocesky/B2STAL01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2STEM01";617;"ätÏmÏchy";"ätÏmÏchy";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.7133;49.1936;"Vysocina";"Vysocina/B2STEM01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2STEP01";365;"ätÏp·nov nad Svratkou";"ätÏp·nov nad Svratkou";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.3333;49.5;"Vysocina";"Vysocina/B2STEP01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2STHU01";427;"StarÈ HutÏ";"StarÈ HutÏ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";17.2883;49.1372;"Zlinsky";"Zlinsky/B2STHU01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2STRA01";445;"Str·ûek";"Str·ûek";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.198;49.4411;"Vysocina";"Vysocina/B2STRA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2STRE01";325;"St¯elice";"St¯elice";"ASS";NA;"SRA";"";"";"";"";NA;"";15.9828;48.9934;"Jihomoravsky";"Jihomoravsky/B2STRE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2SVLK01";395;"Stvolov·";"Stvolov·, Sk¯ib";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.550556;49.589167;"Jihomoravsky";"Jihomoravsky/B2SVLK01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2TESA01";209;"TÏöany";"TÏöany";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.7658;49.0419;"Jihomoravsky";"Jihomoravsky/B2TESA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2TREB01";463;"T¯ebÌË";"T¯ebÌË, Podkl·öte¯Ì";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.87;49.2236;"Vysocina";"Vysocina/B2TREB01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2TRES01";574;"T¯eöù";"T¯eöù";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.476111;49.293889;"Vysocina";"Vysocina/B2TRES01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2TROU01";278;"Troubsko";"Troubsko";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";16.5074;49.1745;"Jihomoravsky";"Jihomoravsky/B2TROU01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2VALT01";195;"Valtice";"Valtice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.759167;48.745833;"Jihomoravsky";"Jihomoravsky/B2VALT01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VATI01";558;"VatÌn";"VatÌn";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";15.96806;49.52306;"Vysocina";"Vysocina/B2VATI01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2VBIT01";485;"Velk· BÌteö";"Velk· BÌteö";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.221;49.2918;"Vysocina";"Vysocina/B2VBIT01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VEBI01";246;"Veversk· BÌt˝öka";"Veversk· BÌt˝öka";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.4317;49.2767;"Jihomoravsky";"Jihomoravsky/B2VEBI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VECO01";550;"VÏcov";"VÏcov, JimramovskÈ Pavlovice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.2019;49.6153;"Vysocina";"Vysocina/B2VECO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VIRP01";473;"VÌr";"VÌr";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.3139;49.5642;"Vysocina";"Vysocina/B2VIRP01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VMEZ01";452;"VelkÈ Mezi¯ÌËÌ";"VelkÈ Mezi¯ÌËÌ";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.0086;49.3528;"Vysocina";"Vysocina/B2VMEZ01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"B2VRAN01";354;"Vranov nad DyjÌ";"Vranov nad DyjÌ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.8186;48.9056;"Jihomoravsky";"Jihomoravsky/B2VRAN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2VSTU01";568;"VysokÈ Studnice";"VysokÈ Studnice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.7303;49.3931;"Vysocina";"Vysocina/B2VSTU01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2ZAST01";375;"Zast·vka";"Zast·vka";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.36313;49.19298;"Jihomoravsky";"Jihomoravsky/B2ZAST01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B2ZDAN01";238;"éd·nice";"éd·nice";"AKS3";TRUE;"SRA";"SCE";"";"";"";NA;"";17.025556;49.071944;"Jihomoravsky";"Jihomoravsky/B2ZDAN01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"B2ZIDL01";183;"éidlochovice";"éidlochovice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.6152;49.0319;"Jihomoravsky";"Jihomoravsky/B2ZIDL01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"B4HERA01";685;"Her·lec";"Her·lec";"ASNS";TRUE;"";"";"SCEa";"";"";NA;"";15.960258;49.694406;"Vysocina";"Vysocina/B4HERA01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"B4NEMO00";280;"Nemochovice";"Nemochovice";"ASS";NA;"";"";"";"";"";NA;"";17.1333;49.1833;"Jihomoravsky";"Jihomoravsky/B4NEMO00";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"B4SUMR01";650;"Studen·";"Studen·, Sumrakov";"ASNS";TRUE;"";"";"SCEa";"";"";NA;"";15.330078;49.175992;"Jihocesky";"Jihocesky/B4SUMR01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"B4ZITK01";705;"éÌtkov·";"éÌtkov·";"ASNS";TRUE;"";"";"SCEa";"";"";NA;"";17.867778;48.9925;"Zlinsky";"Zlinsky/B4ZITK01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1BAVO01";416;"Bavorov";"Bavorov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.089722;49.123889;"Jihocesky";"Jihocesky/C1BAVO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1BERN01";485;"Bernartice";"Bernartice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.389167;49.366111;"Jihocesky";"Jihocesky/C1BERN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1BLAD01";898;"Borov· Lada";"Borov· Lada";"AKS3";TRUE;"SRA";"SCE";"";"";"";NA;"";13.661958;48.99055;"Jihocesky";"Jihocesky/C1BLAD01";"tmax";"tavg";"tmin";NA;"prec";"snow";NA;NA;NA;5
"C1BLAT01";452;"Blatn·";"Blatn·";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.8731;49.4333;"Jihocesky";"Jihocesky/C1BLAT01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1BREZ01";493;"B¯eznice";"B¯eznice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.9461;49.5542;"Stredocesky";"Stredocesky/C1BREZ01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1BRZKTT";1154;"B¯eznÌk";"B¯eznÌk, HraniËnÌ slaù";"TOTAL";NA;"";"SCE";"";"";"";NA;"";13.4892;48.9547;"Plzensky";"Plzensky/C1BRZKTT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1CDVU01";588;"»erven˝ Dv˘r";"»erven˝ Dv˘r, Chvalöiny";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.2378;48.8514;"Jihocesky";"Jihocesky/C1CDVU01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1CERP01";740;"»ern· v PoöumavÌ";"»ern· v PoöumavÌ";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";14.1072;48.7356;"Jihocesky";"Jihocesky/C1CERP01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1FILH01";1110;"Filipova Huù";"Filipova Huù";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.52;49.03;"Plzensky";"Plzensky/C1FILH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1FILHTT";1112;"Filipova Huù";"Filipova Huù";"TOTAL";NA;"";"";"";"";"";NA;"";13.5192;49.0294;"Plzensky";"Plzensky/C1FILHTT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1FRAN01";726;"Frantoly";"Frantoly";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.100278;48.9825;"Jihocesky";"Jihocesky/C1FRAN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1HKVI01";1052;"Horsk· Kvilda";"Horsk· Kvilda";"AKS3";TRUE;"SRA";"SCE";"";"";"";NA;"";13.56502;49.053673;"Plzensky";"Plzensky/C1HKVI01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1HLHO01";445;"HoraûÔovick· Lhota";"HoraûÔovick· Lhota";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.6897;49.3486;"Plzensky";"Plzensky/C1HLHO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1HLUB01";410;"Hlubok· nad Vltavou";"Hlubok· nad Vltavou";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.4356;49.0542;"Jihocesky";"Jihocesky/C1HLUB01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1HUSI01";483;"Husinec";"Husinec";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";13.9883;49.0522;"Jihocesky";"Jihocesky/C1HUSI01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1CHAN01";533;"Chanovice";"Chanovice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.7194;49.4019;"Plzensky";"Plzensky/C1CHAN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1CHEL01";451;"ChelËice";"ChelËice";"ASS";NA;"SRA";"";"";"";"";NA;"";14.169367;49.119265;"Jihocesky";"Jihocesky/C1CHEL01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1CHUR01";1117.8;"Chur·Úov";"Chur·Úov";"AMS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"RGLB_D";13.615278;49.068333;"Jihocesky";"Jihocesky/C1CHUR01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C1JELE01";810;"JelenÌ";"JelenÌ, Nov· Pec";"ASS";NA;"SRA";"";"";"";"";NA;"";13.8897;48.8031;"Jihocesky";"Jihocesky/C1JELE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1KATO01";412;"Katovice";"Katovice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.831944;49.270833;"Jihocesky";"Jihocesky/C1KATO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1KEST01";381;"Kest¯any";"Kest¯any";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.0736;49.2681;"Jihocesky";"Jihocesky/C1KEST01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1KHOR01";728;"KaöperskÈ Hory";"KaöperskÈ Hory";"AKS";TRUE;"SRA";"SCE";"";"";"";FALSE;"";13.55;49.145556;"Plzensky";"Plzensky/C1KHOR01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1KHUT01";1010;"Kubova Huù";"Kubova Huù";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.7722;48.9839;"Jihocesky";"Jihocesky/C1KHUT01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1KNSTTT";1126;"KnÌûecÌ Stolec";"KnÌûecÌ Stolec";"TOTAL";NA;"";"";"";"";"";NA;"";14.0119;48.8472;"Jihocesky";"Jihocesky/C1KNSTTT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1KOCE01";519;"Kocelovice";"Kocelovice";"AMS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"RGLB_D";13.838611;49.467222;"Jihocesky";"Jihocesky/C1KOCE01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C1KPLATT";1018;"KnÌûecÌ Pl·nÏ";"KnÌûecÌ Pl·nÏ, Borov· Lada";"TOTAL";NA;"";"";"";"";"";NA;"";13.625;48.9572;"Jihocesky";"Jihocesky/C1KPLATT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1KRSI01";430;"Krsice";"Krsice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.0725;49.484444;"Jihocesky";"Jihocesky/C1KRSI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1KTIS01";758;"Ktiö";"Ktiö, Tisovka";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";14.1058;48.9033;"Jihocesky";"Jihocesky/C1KTIS01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1KVIL01";1059;"Kvilda";"Kvilda";"AKS3";TRUE;"SRA";"SCE";"";"";"";NA;"";13.5792;49.0192;"Jihocesky";"Jihocesky/C1KVIL01";"tmax";"tavg";"tmin";NA;"prec";"snow";NA;NA;NA;5
"C1NALH01";495;"NalûovskÈ Hory";"NalûovskÈ Hory";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.5486;49.3347;"Plzensky";"Plzensky/C1NALH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1NEMC01";436;"NÏmËice";"NÏmËice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.2714;49.0308;"Jihocesky";"Jihocesky/C1NEMC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ORLV01";431;"OrlÌk nad Vltavou";"OrlÌk nad Vltavou";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.1683;49.5036;"Jihocesky";"Jihocesky/C1ORLV01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1PASE01";482;"Paseky";"Paseky";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.2678;49.2497;"Jihocesky";"Jihocesky/C1PASE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1PLCHTT";1344;"Plech˝";"Plech˝, TrojmezÌ";"TOTAL";NA;"";"";"";"";"";NA;"";13.851601;48.771198;"Jihocesky";"Jihocesky/C1PLCHTT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1POLETT";1312;"PolednÌk";"PolednÌk";"TOTAL";NA;"";"SCE";"";"";"";NA;"";13.3958;49.0642;"Plzensky";"Plzensky/C1POLETT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1PRAS01";883;"Pr·öily";"Pr·öily";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.3786;49.1069;"Plzensky";"Plzensky/C1PRAS01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1PRCH01";607;"Prachatice";"Prachatice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.9944;49.0078;"Jihocesky";"Jihocesky/C1PRCH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1RADO01";570;"Radoöice";"Radoöice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.7272;49.5322;"Plzensky";"Plzensky/C1RADO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ROSLTT";1096;"Rokytsk· slaù";"Rokytsk· slaù";"TOTAL";NA;"";"";"";"";"";NA;"";13.4167;49.0156;"Plzensky";"Plzensky/C1ROSLTT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C1ROZM01";538;"Roûmit·l pod T¯emöÌnem";"Roûmit·l pod T¯emöÌnem";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";13.8664;49.605;"Stredocesky";"Stredocesky/C1ROZM01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C1SEDL01";511;"Sedlice";"Sedlice";"AKS3";TRUE;"SRA";"SCE";"";"";"";NA;"";13.9419;49.3756;"Jihocesky";"Jihocesky/C1SEDL01";"tmax";"tavg";"tmin";NA;"prec";"snow";NA;NA;NA;5
"C1SRNI01";857;"SrnÌ";"SrnÌ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.4789;49.0869;"Plzensky";"Plzensky/C1SRNI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1STOZ01";797;"Stoûec";"Stoûec";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.821667;48.8569;"Jihocesky";"Jihocesky/C1STOZ01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1STRA01";427;"Strakonice";"Strakonice";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";13.9242;49.2514;"Jihocesky";"Jihocesky/C1STRA01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1STRS01";637;"StraöÌn";"StraöÌn";"ASS";NA;"SRA";"";"";"";"";NA;"";13.6425;49.1797;"Plzensky";"Plzensky/C1STRS01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1STRZ01";811;"Str·ûn˝";"Str·ûn˝";"ASS";NA;"SRA";"";"SCEa";"";"";NA;"";13.72028;48.908822;"Jihocesky";"Jihocesky/C1STRZ01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1SUSI01";484;"Suöice";"Suöice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.5283;49.2381;"Plzensky";"Plzensky/C1SUSI01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
